,7597,12129,14133,12141,16147,12393,19788,17650,18820,10823,18828,7426,22082,19778,19597,20259
2019-06-16,2.285,1.77,3.07,,3.72,2.47,1.9,1.9,2.87,2.2,2.1,2.87,3.5,3.62,3.075,2.3
2019-06-17,2.37,2.13,3.93,,4.27,2.63,1.93,1.9,3.6,2.97,2.33,3.33,3.47,3.72,2.43,2.53
2019-06-18,5.07,4.0,6.93,4.45,7.47,5.215,4.37,4.1,6.17,5.23,5.37,6.17,7.78,7.75,6.17,5.1
2019-06-19,4.63,3.6,5.83,4.0,7.05,4.67,3.85,3.87,5.42,4.53,4.53,5.25,6.45,7.765000000000001,6.05,4.35
2019-06-20,9.3,5.2,8.47,5.6,10.43,6.63,6.6,6.3149999999999995,6.87,5.965,7.65,7.72,8.85,11.18,8.43,6.34
2019-06-21,2.2,1.67,3.115,2.27,3.22,2.4,2.0,1.77,2.92,2.37,2.33,2.785,3.125,3.7,2.63,2.33
2019-06-22,1.63,1.2,2.3,1.4,2.2,1.4,1.12,1.03,2.02,2.23,1.4,2.025,1.885,2.27,1.5,1.5150000000000001
2019-06-23,1.93,1.83,2.9,1.94,2.92,1.97,1.8,1.4,2.83,2.47,1.73,2.57,2.83,3.17,2.33,2.17
2019-06-24,2.43,1.43,2.43,1.77,2.6,2.07,1.43,1.33,2.2,1.73,1.41,2.3,2.8600000000000003,2.1,2.185,1.8250000000000002
2019-06-25,2.83,1.67,3.03,1.75,3.21,2.1,1.4,1.35,2.55,1.97,1.6,2.9,3.27,2.9,2.37,2.13
2019-06-26,8.63,6.03,12.5,6.07,14.8,7.17,5.57,4.8,11.5,5.8,6.449999999999999,8.73,8.8,11.73,9.23,9.4
2019-06-27,1.53,1.5,2.37,2.27,2.4,2.13,1.33,1.73,2.71,2.43,1.97,2.53,2.925,1.95,2.27,2.13
2019-06-28,1.27,1.17,2.1,1.33,2.21,1.6,1.07,1.15,2.2,1.67,1.37,1.82,2.0,1.85,1.63,1.6
2019-06-29,2.73,2.33,3.97,2.63,4.22,3.13,2.5,2.25,3.67,3.0,2.87,3.47,4.07,4.45,3.6,2.87
2019-06-30,4.73,3.63,5.57,3.9,5.72,4.5,4.17,3.26,5.3,4.47,4.45,5.28,6.47,6.22,5.4,4.5
2019-07-01,4.83,4.03,6.35,4.08,6.28,4.385,4.015000000000001,4.13,5.7,4.7,5.58,5.5,5.984999999999999,7.074999999999999,4.67,4.62
2019-07-02,1.9,2.13,3.1,2.22,2.715,2.07,2.0149999999999997,1.55,3.25,2.6,2.33,3.03,3.07,2.43,2.4,2.33
2019-07-03,1.23,,1.77,1.1,2.0,1.1,1.0,1.1,2.0,1.3675000000000002,1.23,1.93,2.17,1.92,1.47,1.03
2019-07-04,1.57,,1.8,1.17,1.9,1.03,0.85,1.185,1.85,1.4,1.17,2.47,1.83,2.47,1.5150000000000001,1.0
2019-07-05,0.87,1.1,1.47,0.9,1.2,1.03,0.7,1.0,1.75,1.1,1.17,1.45,1.55,1.3,1.13,1.13
2019-07-06,1.0,,1.5,1.0,1.6,1.1,0.95,0.95,1.45,1.17,1.1,1.3,1.83,1.32,1.17,1.03
2019-07-07,1.7149999999999999,,2.07,1.62,2.2,1.8,1.7,1.5,2.85,2.0,2.0,2.33,3.03,1.75,2.33,1.63
